# sections
Investment
Technology
# rows
Investment	Intern Quant Researcher @ London, Paris, New York, Singapore, Hong Kong	Type=Intern Full-time; URL=https://www.squarepoint-capital.com/open-opportunities?id=243853&gh_jid=243853
Technology	Trading Infrastructure Specialist – Graduate Programme @ London, Montreal, Hong Kong, New York, Singapore	Type=Employee-Regular; URL=https://www.squarepoint-capital.com/open-opportunities?id=7757021&gh_jid=7757021
