# sections
Engineering
# rows
Engineering	FPGA Engineering Intern - Summer 2027 @ Needham, MA	URL=https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822801003
Engineering	Software Engineering Intern - Summer 2027 @ Needham, MA	URL=https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822989003
